season,date,home_team,away_team,home_goals,away_goals,result,target
2024.0,2024-09-01 00:00:00+00:00,Chelsea,Crystal Palace,1,1,DRAW,0
2024.0,2024-09-01 00:00:00+00:00,Newcastle,Tottenham,2,1,HOME_TEAM,1
2024.0,2024-09-01 00:00:00+00:00,Man United,Liverpool,0,3,AWAY_TEAM,2
2024.0,2024-09-14 00:00:00+00:00,Southampton,Man United,0,3,AWAY_TEAM,2
2024.0,2024-09-14 00:00:00+00:00,Brighton,Ipswich,0,0,DRAW,0
2024.0,2024-09-14 00:00:00+00:00,Crystal Palace,Leicester,2,2,DRAW,0
2024.0,2024-09-14 00:00:00+00:00,Fulham,West Ham,1,1,DRAW,0
2024.0,2024-09-14 00:00:00+00:00,Liverpool,Nott'm Forest,0,1,AWAY_TEAM,2
2024.0,2024-09-14 00:00:00+00:00,Man City,Brentford,2,1,HOME_TEAM,1
2024.0,2024-09-14 00:00:00+00:00,Aston Villa,Everton,3,2,HOME_TEAM,1
2024.0,2024-09-14 00:00:00+00:00,Bournemouth,Chelsea,0,1,AWAY_TEAM,2
2024.0,2024-09-15 00:00:00+00:00,Tottenham,Arsenal,0,1,AWAY_TEAM,2
2024.0,2024-09-15 00:00:00+00:00,Wolves,Newcastle,1,2,AWAY_TEAM,2
2024.0,2024-09-21 00:00:00+00:00,Southampton,Ipswich,1,1,DRAW,0
2024.0,2024-09-21 00:00:00+00:00,Crystal Palace,Man United,0,0,DRAW,0
2024.0,2024-09-21 00:00:00+00:00,Liverpool,Bournemouth,3,0,HOME_TEAM,1
2024.0,2024-09-21 00:00:00+00:00,Tottenham,Brentford,3,1,HOME_TEAM,1
2024.0,2024-09-21 00:00:00+00:00,Fulham,Newcastle,3,1,HOME_TEAM,1
2024.0,2024-09-21 00:00:00+00:00,West Ham,Chelsea,0,3,AWAY_TEAM,2
2024.0,2024-09-21 00:00:00+00:00,Leicester,Everton,1,1,DRAW,0
2024.0,2024-09-21 00:00:00+00:00,Aston Villa,Wolves,3,1,HOME_TEAM,1
2024.0,2024-09-22 00:00:00+00:00,Brighton,Nott'm Forest,2,2,DRAW,0
2024.0,2024-09-22 00:00:00+00:00,Man City,Arsenal,2,2,DRAW,0
2024.0,2024-09-28 00:00:00+00:00,Newcastle,Man City,1,1,DRAW,0
2024.0,2024-09-28 00:00:00+00:00,Arsenal,Leicester,4,2,HOME_TEAM,1
2024.0,2024-09-28 00:00:00+00:00,Brentford,West Ham,1,1,DRAW,0
2024.0,2024-09-28 00:00:00+00:00,Chelsea,Brighton,4,2,HOME_TEAM,1
2024.0,2024-09-28 00:00:00+00:00,Everton,Crystal Palace,2,1,HOME_TEAM,1
2024.0,2024-09-28 00:00:00+00:00,Nott'm Forest,Fulham,0,1,AWAY_TEAM,2
2024.0,2024-09-28 00:00:00+00:00,Wolves,Liverpool,1,2,AWAY_TEAM,2
2024.0,2024-09-29 00:00:00+00:00,Man United,Tottenham,0,3,AWAY_TEAM,2
2024.0,2024-09-29 00:00:00+00:00,Ipswich,Aston Villa,2,2,DRAW,0
2024.0,2024-09-30 00:00:00+00:00,Bournemouth,Southampton,3,1,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,Crystal Palace,Liverpool,0,1,AWAY_TEAM,2
2024.0,2024-10-05 00:00:00+00:00,Arsenal,Southampton,3,1,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,Brentford,Wolves,5,3,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,Leicester,Bournemouth,1,0,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,Man City,Fulham,3,2,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,West Ham,Ipswich,4,1,HOME_TEAM,1
2024.0,2024-10-05 00:00:00+00:00,Everton,Newcastle,0,0,DRAW,0
2024.0,2024-10-06 00:00:00+00:00,Brighton,Tottenham,3,2,HOME_TEAM,1
2024.0,2024-10-06 00:00:00+00:00,Aston Villa,Man United,0,0,DRAW,0
2024.0,2024-10-06 00:00:00+00:00,Chelsea,Nott'm Forest,1,1,DRAW,0
2024.0,2024-10-19 00:00:00+00:00,Tottenham,West Ham,4,1,HOME_TEAM,1
2024.0,2024-10-19 00:00:00+00:00,Fulham,Aston Villa,1,3,AWAY_TEAM,2
2024.0,2024-10-19 00:00:00+00:00,Ipswich,Everton,0,2,AWAY_TEAM,2
2024.0,2024-10-19 00:00:00+00:00,Man United,Brentford,2,1,HOME_TEAM,1
2024.0,2024-10-19 00:00:00+00:00,Newcastle,Brighton,0,1,AWAY_TEAM,2
2024.0,2024-10-19 00:00:00+00:00,Southampton,Leicester,2,3,AWAY_TEAM,2
2024.0,2024-10-19 00:00:00+00:00,Bournemouth,Arsenal,2,0,HOME_TEAM,1
2024.0,2024-10-20 00:00:00+00:00,Liverpool,Chelsea,2,1,HOME_TEAM,1
2024.0,2024-10-20 00:00:00+00:00,Wolves,Man City,1,2,AWAY_TEAM,2
2024.0,2024-10-21 00:00:00+00:00,Nott'm Forest,Crystal Palace,1,0,HOME_TEAM,1
2024.0,2024-10-25 00:00:00+00:00,Leicester,Nott'm Forest,1,3,AWAY_TEAM,2
2024.0,2024-10-26 00:00:00+00:00,Aston Villa,Bournemouth,1,1,DRAW,0
2024.0,2024-10-26 00:00:00+00:00,Brentford,Ipswich,4,3,HOME_TEAM,1
2024.0,2024-10-26 00:00:00+00:00,Brighton,Wolves,2,2,DRAW,0
2024.0,2024-10-26 00:00:00+00:00,Man City,Southampton,1,0,HOME_TEAM,1
2024.0,2024-10-26 00:00:00+00:00,Everton,Fulham,1,1,DRAW,0
2024.0,2024-10-27 00:00:00+00:00,Arsenal,Liverpool,2,2,DRAW,0
2024.0,2024-10-27 00:00:00+00:00,West Ham,Man United,2,1,HOME_TEAM,1
2024.0,2024-10-27 00:00:00+00:00,Crystal Palace,Tottenham,1,0,HOME_TEAM,1
2024.0,2024-10-27 00:00:00+00:00,Chelsea,Newcastle,2,1,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Newcastle,Arsenal,1,0,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Bournemouth,Man City,2,1,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Ipswich,Leicester,1,1,DRAW,0
2024.0,2024-11-02 00:00:00+00:00,Liverpool,Brighton,2,1,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Nott'm Forest,West Ham,3,0,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Southampton,Everton,1,0,HOME_TEAM,1
2024.0,2024-11-02 00:00:00+00:00,Wolves,Crystal Palace,2,2,DRAW,0
2024.0,2024-11-03 00:00:00+00:00,Man United,Chelsea,1,1,DRAW,0
2024.0,2024-11-03 00:00:00+00:00,Tottenham,Aston Villa,4,1,HOME_TEAM,1
2024.0,2024-11-04 00:00:00+00:00,Fulham,Brentford,2,1,HOME_TEAM,1
2024.0,2024-11-09 00:00:00+00:00,Brentford,Bournemouth,3,2,HOME_TEAM,1
2024.0,2024-11-09 00:00:00+00:00,Crystal Palace,Fulham,0,2,AWAY_TEAM,2
2024.0,2024-11-09 00:00:00+00:00,West Ham,Everton,0,0,DRAW,0
2024.0,2024-11-09 00:00:00+00:00,Wolves,Southampton,2,0,HOME_TEAM,1
2024.0,2024-11-09 00:00:00+00:00,Brighton,Man City,2,1,HOME_TEAM,1
2024.0,2024-11-09 00:00:00+00:00,Liverpool,Aston Villa,2,0,HOME_TEAM,1
2024.0,2024-11-10 00:00:00+00:00,Chelsea,Arsenal,1,1,DRAW,0
2024.0,2024-11-10 00:00:00+00:00,Tottenham,Ipswich,1,2,AWAY_TEAM,2
2024.0,2024-11-10 00:00:00+00:00,Man United,Leicester,3,0,HOME_TEAM,1
2024.0,2024-11-10 00:00:00+00:00,Nott'm Forest,Newcastle,1,3,AWAY_TEAM,2
2024.0,2024-11-23 00:00:00+00:00,Man City,Tottenham,0,4,AWAY_TEAM,2
2024.0,2024-11-23 00:00:00+00:00,Leicester,Chelsea,1,2,AWAY_TEAM,2
2024.0,2024-11-23 00:00:00+00:00,Arsenal,Nott'm Forest,3,0,HOME_TEAM,1
2024.0,2024-11-23 00:00:00+00:00,Aston Villa,Crystal Palace,2,2,DRAW,0
2024.0,2024-11-23 00:00:00+00:00,Bournemouth,Brighton,1,2,AWAY_TEAM,2
2024.0,2024-11-23 00:00:00+00:00,Everton,Brentford,0,0,DRAW,0
2024.0,2024-11-23 00:00:00+00:00,Fulham,Wolves,1,4,AWAY_TEAM,2
2024.0,2024-11-24 00:00:00+00:00,Ipswich,Man United,1,1,DRAW,0
2024.0,2024-11-24 00:00:00+00:00,Southampton,Liverpool,2,3,AWAY_TEAM,2
2024.0,2024-11-25 00:00:00+00:00,Newcastle,West Ham,0,2,AWAY_TEAM,2
2024.0,2024-11-29 00:00:00+00:00,Brighton,Southampton,1,1,DRAW,0
2024.0,2024-11-30 00:00:00+00:00,Brentford,Leicester,4,1,HOME_TEAM,1
2024.0,2024-11-30 00:00:00+00:00,Crystal Palace,Newcastle,1,1,DRAW,0
2024.0,2024-11-30 00:00:00+00:00,Nott'm Forest,Ipswich,1,0,HOME_TEAM,1
2024.0,2024-11-30 00:00:00+00:00,Wolves,Bournemouth,2,4,AWAY_TEAM,2
2024.0,2024-11-30 00:00:00+00:00,West Ham,Arsenal,2,5,AWAY_TEAM,2
2024.0,2024-12-01 00:00:00+00:00,Liverpool,Man City,2,0,HOME_TEAM,1
2024.0,2024-12-01 00:00:00+00:00,Tottenham,Fulham,1,1,DRAW,0
2024.0,2024-12-01 00:00:00+00:00,Man United,Everton,4,0,HOME_TEAM,1
2024.0,2024-12-01 00:00:00+00:00,Chelsea,Aston Villa,3,0,HOME_TEAM,1
2024.0,2024-12-03 00:00:00+00:00,Ipswich,Crystal Palace,0,1,AWAY_TEAM,2
2024.0,2024-12-03 00:00:00+00:00,Leicester,West Ham,3,1,HOME_TEAM,1
2024.0,2024-12-04 00:00:00+00:00,Everton,Wolves,4,0,HOME_TEAM,1
2024.0,2024-12-04 00:00:00+00:00,Man City,Nott'm Forest,3,0,HOME_TEAM,1
2024.0,2024-12-04 00:00:00+00:00,Newcastle,Liverpool,3,3,DRAW,0
2024.0,2024-12-04 00:00:00+00:00,Southampton,Chelsea,1,5,AWAY_TEAM,2
2024.0,2024-12-04 00:00:00+00:00,Arsenal,Man United,2,0,HOME_TEAM,1
2024.0,2024-12-04 00:00:00+00:00,Aston Villa,Brentford,3,1,HOME_TEAM,1
2024.0,2024-12-05 00:00:00+00:00,Bournemouth,Tottenham,1,0,HOME_TEAM,1
2024.0,2024-12-05 00:00:00+00:00,Fulham,Brighton,3,1,HOME_TEAM,1
2024.0,2024-12-07 00:00:00+00:00,Aston Villa,Southampton,1,0,HOME_TEAM,1
2024.0,2024-12-07 00:00:00+00:00,Brentford,Newcastle,4,2,HOME_TEAM,1
2024.0,2024-12-07 00:00:00+00:00,Crystal Palace,Man City,2,2,DRAW,0
2024.0,2024-12-07 00:00:00+00:00,Man United,Nott'm Forest,2,3,AWAY_TEAM,2
2024.0,2024-12-08 00:00:00+00:00,Fulham,Arsenal,1,1,DRAW,0
2024.0,2024-12-08 00:00:00+00:00,Ipswich,Bournemouth,1,2,AWAY_TEAM,2
2024.0,2024-12-08 00:00:00+00:00,Leicester,Brighton,2,2,DRAW,0
2024.0,2024-12-08 00:00:00+00:00,Tottenham,Chelsea,3,4,AWAY_TEAM,2
2024.0,2024-12-09 00:00:00+00:00,West Ham,Wolves,2,1,HOME_TEAM,1
2024.0,2024-12-14 00:00:00+00:00,Nott'm Forest,Aston Villa,2,1,HOME_TEAM,1
2024.0,2024-12-14 00:00:00+00:00,Wolves,Ipswich,1,2,AWAY_TEAM,2
2024.0,2024-12-14 00:00:00+00:00,Liverpool,Fulham,2,2,DRAW,0
2024.0,2024-12-14 00:00:00+00:00,Arsenal,Everton,0,0,DRAW,0
2024.0,2024-12-14 00:00:00+00:00,Newcastle,Leicester,4,0,HOME_TEAM,1
2024.0,2024-12-15 00:00:00+00:00,Brighton,Crystal Palace,1,3,AWAY_TEAM,2
2024.0,2024-12-15 00:00:00+00:00,Man City,Man United,1,2,AWAY_TEAM,2
2024.0,2024-12-15 00:00:00+00:00,Chelsea,Brentford,2,1,HOME_TEAM,1
2024.0,2024-12-15 00:00:00+00:00,Southampton,Tottenham,0,5,AWAY_TEAM,2
2024.0,2024-12-16 00:00:00+00:00,Bournemouth,West Ham,1,1,DRAW,0
2024.0,2024-12-21 00:00:00+00:00,West Ham,Brighton,1,1,DRAW,0
2024.0,2024-12-21 00:00:00+00:00,Crystal Palace,Arsenal,1,5,AWAY_TEAM,2
2024.0,2024-12-21 00:00:00+00:00,Brentford,Nott'm Forest,0,2,AWAY_TEAM,2
2024.0,2024-12-21 00:00:00+00:00,Aston Villa,Man City,2,1,HOME_TEAM,1
2024.0,2024-12-21 00:00:00+00:00,Ipswich,Newcastle,0,4,AWAY_TEAM,2
2024.0,2024-12-22 00:00:00+00:00,Tottenham,Liverpool,3,6,AWAY_TEAM,2
2024.0,2024-12-22 00:00:00+00:00,Everton,Chelsea,0,0,DRAW,0
2024.0,2024-12-22 00:00:00+00:00,Fulham,Southampton,0,0,DRAW,0
2024.0,2024-12-22 00:00:00+00:00,Leicester,Wolves,0,3,AWAY_TEAM,2
2024.0,2024-12-22 00:00:00+00:00,Man United,Bournemouth,0,3,AWAY_TEAM,2
2024.0,2024-12-26 00:00:00+00:00,Wolves,Man United,2,0,HOME_TEAM,1
2024.0,2024-12-26 00:00:00+00:00,Southampton,West Ham,0,1,AWAY_TEAM,2
2024.0,2024-12-26 00:00:00+00:00,Liverpool,Leicester,3,1,HOME_TEAM,1
2024.0,2024-12-26 00:00:00+00:00,Nott'm Forest,Tottenham,1,0,HOME_TEAM,1
2024.0,2024-12-26 00:00:00+00:00,Man City,Everton,1,1,DRAW,0
2024.0,2024-12-26 00:00:00+00:00,Chelsea,Fulham,1,2,AWAY_TEAM,2
2024.0,2024-12-26 00:00:00+00:00,Newcastle,Aston Villa,3,0,HOME_TEAM,1
2024.0,2024-12-26 00:00:00+00:00,Bournemouth,Crystal Palace,0,0,DRAW,0
2024.0,2024-12-27 00:00:00+00:00,Brighton,Brentford,0,0,DRAW,0
2024.0,2024-12-27 00:00:00+00:00,Arsenal,Ipswich,1,0,HOME_TEAM,1
2024.0,2024-12-29 00:00:00+00:00,Leicester,Man City,0,2,AWAY_TEAM,2
2024.0,2024-12-29 00:00:00+00:00,Crystal Palace,Southampton,2,1,HOME_TEAM,1
2024.0,2024-12-29 00:00:00+00:00,Everton,Nott'm Forest,0,2,AWAY_TEAM,2
2024.0,2024-12-29 00:00:00+00:00,Tottenham,Wolves,2,2,DRAW,0
2024.0,2024-12-29 00:00:00+00:00,West Ham,Liverpool,0,5,AWAY_TEAM,2
2024.0,2024-12-29 00:00:00+00:00,Fulham,Bournemouth,2,2,DRAW,0
2024.0,2024-12-30 00:00:00+00:00,Aston Villa,Brighton,2,2,DRAW,0
2024.0,2024-12-30 00:00:00+00:00,Ipswich,Chelsea,2,0,HOME_TEAM,1
2024.0,2024-12-30 00:00:00+00:00,Man United,Newcastle,0,2,AWAY_TEAM,2
2024.0,2025-01-01 00:00:00+00:00,Brentford,Arsenal,1,3,AWAY_TEAM,2
2024.0,2025-01-04 00:00:00+00:00,Brighton,Arsenal,1,1,DRAW,0
2024.0,2025-01-04 00:00:00+00:00,Man City,West Ham,4,1,HOME_TEAM,1
2024.0,2025-01-04 00:00:00+00:00,Southampton,Brentford,0,5,AWAY_TEAM,2
2024.0,2025-01-04 00:00:00+00:00,Crystal Palace,Chelsea,1,1,DRAW,0
2024.0,2025-01-04 00:00:00+00:00,Aston Villa,Leicester,2,1,HOME_TEAM,1
2024.0,2025-01-04 00:00:00+00:00,Tottenham,Newcastle,1,2,AWAY_TEAM,2
2024.0,2025-01-04 00:00:00+00:00,Bournemouth,Everton,1,0,HOME_TEAM,1
2024.0,2025-01-05 00:00:00+00:00,Fulham,Ipswich,2,2,DRAW,0
2024.0,2025-01-05 00:00:00+00:00,Liverpool,Man United,2,2,DRAW,0
2024.0,2025-01-06 00:00:00+00:00,Wolves,Nott'm Forest,0,3,AWAY_TEAM,2
2024.0,2025-01-14 00:00:00+00:00,Nott'm Forest,Liverpool,1,1,DRAW,0
2024.0,2025-01-14 00:00:00+00:00,West Ham,Fulham,3,2,HOME_TEAM,1
2024.0,2025-01-14 00:00:00+00:00,Brentford,Man City,2,2,DRAW,0
2024.0,2025-01-14 00:00:00+00:00,Chelsea,Bournemouth,2,2,DRAW,0
2024.0,2025-01-15 00:00:00+00:00,Everton,Aston Villa,0,1,AWAY_TEAM,2
2024.0,2025-01-15 00:00:00+00:00,Leicester,Crystal Palace,0,2,AWAY_TEAM,2
2024.0,2025-01-15 00:00:00+00:00,Newcastle,Wolves,3,0,HOME_TEAM,1
2024.0,2025-01-15 00:00:00+00:00,Arsenal,Tottenham,2,1,HOME_TEAM,1
2024.0,2025-01-16 00:00:00+00:00,Ipswich,Brighton,0,2,AWAY_TEAM,2
2024.0,2025-01-16 00:00:00+00:00,Man United,Southampton,3,1,HOME_TEAM,1
2024.0,2025-01-18 00:00:00+00:00,West Ham,Crystal Palace,0,2,AWAY_TEAM,2
2024.0,2025-01-18 00:00:00+00:00,Arsenal,Aston Villa,2,2,DRAW,0
2024.0,2025-01-18 00:00:00+00:00,Leicester,Fulham,0,2,AWAY_TEAM,2
2024.0,2025-01-18 00:00:00+00:00,Newcastle,Bournemouth,1,4,AWAY_TEAM,2
2024.0,2025-01-18 00:00:00+00:00,Brentford,Liverpool,0,2,AWAY_TEAM,2
2024.0,2025-01-19 00:00:00+00:00,Everton,Tottenham,3,2,HOME_TEAM,1
2024.0,2025-01-19 00:00:00+00:00,Man United,Brighton,1,3,AWAY_TEAM,2
2024.0,2025-01-19 00:00:00+00:00,Nott'm Forest,Southampton,3,2,HOME_TEAM,1
2024.0,2025-01-19 00:00:00+00:00,Ipswich,Man City,0,6,AWAY_TEAM,2
2024.0,2025-01-20 00:00:00+00:00,Chelsea,Wolves,3,1,HOME_TEAM,1
2024.0,2025-01-25 00:00:00+00:00,Man City,Chelsea,3,1,HOME_TEAM,1
2024.0,2025-01-25 00:00:00+00:00,Wolves,Arsenal,0,1,AWAY_TEAM,2
2024.0,2025-01-25 00:00:00+00:00,Southampton,Newcastle,1,3,AWAY_TEAM,2
2024.0,2025-01-25 00:00:00+00:00,Brighton,Everton,0,1,AWAY_TEAM,2
2024.0,2025-01-25 00:00:00+00:00,Bournemouth,Nott'm Forest,5,0,HOME_TEAM,1
2024.0,2025-01-25 00:00:00+00:00,Liverpool,Ipswich,4,1,HOME_TEAM,1
2024.0,2025-01-26 00:00:00+00:00,Crystal Palace,Brentford,1,2,AWAY_TEAM,2
2024.0,2025-01-26 00:00:00+00:00,Tottenham,Leicester,1,2,AWAY_TEAM,2
2024.0,2025-01-26 00:00:00+00:00,Aston Villa,West Ham,1,1,DRAW,0
2024.0,2025-01-26 00:00:00+00:00,Fulham,Man United,0,1,AWAY_TEAM,2
2024.0,2025-02-01 00:00:00+00:00,Newcastle,Fulham,1,2,AWAY_TEAM,2
2024.0,2025-02-01 00:00:00+00:00,Ipswich,Southampton,1,2,AWAY_TEAM,2
2024.0,2025-02-01 00:00:00+00:00,Wolves,Aston Villa,2,0,HOME_TEAM,1
2024.0,2025-02-01 00:00:00+00:00,Bournemouth,Liverpool,0,2,AWAY_TEAM,2
2024.0,2025-02-01 00:00:00+00:00,Nott'm Forest,Brighton,7,0,HOME_TEAM,1
2024.0,2025-02-01 00:00:00+00:00,Everton,Leicester,4,0,HOME_TEAM,1
2024.0,2025-02-02 00:00:00+00:00,Brentford,Tottenham,0,2,AWAY_TEAM,2
2024.0,2025-02-02 00:00:00+00:00,Man United,Crystal Palace,0,2,AWAY_TEAM,2
2024.0,2025-02-02 00:00:00+00:00,Arsenal,Man City,5,1,HOME_TEAM,1
2024.0,2025-02-03 00:00:00+00:00,Chelsea,West Ham,2,1,HOME_TEAM,1
2024.0,2025-02-12 00:00:00+00:00,Everton,Liverpool,2,2,DRAW,0
2024.0,2025-02-14 00:00:00+00:00,Brighton,Chelsea,3,0,HOME_TEAM,1
2024.0,2025-02-15 00:00:00+00:00,Crystal Palace,Everton,1,2,AWAY_TEAM,2
2024.0,2025-02-15 00:00:00+00:00,West Ham,Brentford,0,1,AWAY_TEAM,2
2024.0,2025-02-15 00:00:00+00:00,Southampton,Bournemouth,1,3,AWAY_TEAM,2
2024.0,2025-02-15 00:00:00+00:00,Fulham,Nott'm Forest,2,1,HOME_TEAM,1
2024.0,2025-02-15 00:00:00+00:00,Aston Villa,Ipswich,1,1,DRAW,0
2024.0,2025-02-15 00:00:00+00:00,Leicester,Arsenal,0,2,AWAY_TEAM,2
2024.0,2025-02-15 00:00:00+00:00,Man City,Newcastle,4,0,HOME_TEAM,1
2024.0,2025-02-16 00:00:00+00:00,Liverpool,Wolves,2,1,HOME_TEAM,1
2024.0,2025-02-16 00:00:00+00:00,Tottenham,Man United,1,0,HOME_TEAM,1
2024.0,2025-02-19 00:00:00+00:00,Aston Villa,Liverpool,2,2,DRAW,0
2024.0,2025-02-21 00:00:00+00:00,Leicester,Brentford,0,4,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Southampton,Brighton,0,4,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Aston Villa,Chelsea,2,1,HOME_TEAM,1
2024.0,2025-02-22 00:00:00+00:00,Ipswich,Tottenham,1,4,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Arsenal,West Ham,0,1,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Bournemouth,Wolves,0,1,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Fulham,Crystal Palace,0,2,AWAY_TEAM,2
2024.0,2025-02-22 00:00:00+00:00,Everton,Man United,2,2,DRAW,0
2024.0,2025-02-23 00:00:00+00:00,Newcastle,Nott'm Forest,4,3,HOME_TEAM,1
2024.0,2025-02-23 00:00:00+00:00,Man City,Liverpool,0,2,AWAY_TEAM,2
2024.0,2025-02-25 00:00:00+00:00,Brighton,Bournemouth,2,1,HOME_TEAM,1
2024.0,2025-02-25 00:00:00+00:00,Crystal Palace,Aston Villa,4,1,HOME_TEAM,1
2024.0,2025-02-25 00:00:00+00:00,Wolves,Fulham,1,2,AWAY_TEAM,2
2024.0,2025-02-25 00:00:00+00:00,Chelsea,Southampton,4,0,HOME_TEAM,1
2024.0,2025-02-26 00:00:00+00:00,Brentford,Everton,1,1,DRAW,0
2024.0,2025-02-26 00:00:00+00:00,Man United,Ipswich,3,2,HOME_TEAM,1
2024.0,2025-02-26 00:00:00+00:00,Nott'm Forest,Arsenal,0,0,DRAW,0
2024.0,2025-02-26 00:00:00+00:00,Tottenham,Man City,0,1,AWAY_TEAM,2
2024.0,2025-02-26 00:00:00+00:00,Liverpool,Newcastle,2,0,HOME_TEAM,1
2024.0,2025-02-27 00:00:00+00:00,West Ham,Leicester,2,0,HOME_TEAM,1
2024.0,2025-03-08 00:00:00+00:00,Brentford,Aston Villa,0,1,AWAY_TEAM,2
2024.0,2025-03-08 00:00:00+00:00,Crystal Palace,Ipswich,1,0,HOME_TEAM,1
2024.0,2025-03-08 00:00:00+00:00,Wolves,Everton,1,1,DRAW,0
2024.0,2025-03-08 00:00:00+00:00,Liverpool,Southampton,3,1,HOME_TEAM,1
2024.0,2025-03-08 00:00:00+00:00,Nott'm Forest,Man City,1,0,HOME_TEAM,1
2024.0,2025-03-08 00:00:00+00:00,Brighton,Fulham,2,1,HOME_TEAM,1
2024.0,2025-03-09 00:00:00+00:00,Chelsea,Leicester,1,0,HOME_TEAM,1
2024.0,2025-03-09 00:00:00+00:00,Tottenham,Bournemouth,2,2,DRAW,0
2024.0,2025-03-09 00:00:00+00:00,Man United,Arsenal,1,1,DRAW,0
2024.0,2025-03-10 00:00:00+00:00,West Ham,Newcastle,0,1,AWAY_TEAM,2
2024.0,2025-03-15 00:00:00+00:00,Bournemouth,Brentford,1,2,AWAY_TEAM,2
2024.0,2025-03-15 00:00:00+00:00,Southampton,Wolves,1,2,AWAY_TEAM,2
2024.0,2025-03-15 00:00:00+00:00,Man City,Brighton,2,2,DRAW,0
2024.0,2025-03-15 00:00:00+00:00,Everton,West Ham,1,1,DRAW,0
2024.0,2025-03-15 00:00:00+00:00,Ipswich,Nott'm Forest,2,4,AWAY_TEAM,2
2024.0,2025-03-16 00:00:00+00:00,Arsenal,Chelsea,1,0,HOME_TEAM,1
2024.0,2025-03-16 00:00:00+00:00,Fulham,Tottenham,2,0,HOME_TEAM,1
2024.0,2025-03-16 00:00:00+00:00,Leicester,Man United,0,3,AWAY_TEAM,2
2024.0,2025-04-01 00:00:00+00:00,Arsenal,Fulham,2,1,HOME_TEAM,1
2024.0,2025-04-01 00:00:00+00:00,Wolves,West Ham,1,0,HOME_TEAM,1
2024.0,2025-04-01 00:00:00+00:00,Nott'm Forest,Man United,1,0,HOME_TEAM,1
2024.0,2025-04-02 00:00:00+00:00,Southampton,Crystal Palace,1,1,DRAW,0
2024.0,2025-04-02 00:00:00+00:00,Liverpool,Everton,1,0,HOME_TEAM,1
2024.0,2025-04-02 00:00:00+00:00,Newcastle,Brentford,2,1,HOME_TEAM,1
2024.0,2025-04-02 00:00:00+00:00,Brighton,Aston Villa,0,3,AWAY_TEAM,2
2024.0,2025-04-02 00:00:00+00:00,Man City,Leicester,2,0,HOME_TEAM,1
2024.0,2025-04-02 00:00:00+00:00,Bournemouth,Ipswich,1,2,AWAY_TEAM,2
2024.0,2025-04-03 00:00:00+00:00,Chelsea,Tottenham,1,0,HOME_TEAM,1
2024.0,2025-04-05 00:00:00+00:00,Everton,Arsenal,1,1,DRAW,0
2024.0,2025-04-05 00:00:00+00:00,Crystal Palace,Brighton,2,1,HOME_TEAM,1
2024.0,2025-04-05 00:00:00+00:00,Ipswich,Wolves,1,2,AWAY_TEAM,2
2024.0,2025-04-05 00:00:00+00:00,West Ham,Bournemouth,2,2,DRAW,0
2024.0,2025-04-05 00:00:00+00:00,Aston Villa,Nott'm Forest,2,1,HOME_TEAM,1
2024.0,2025-04-06 00:00:00+00:00,Man United,Man City,0,0,DRAW,0
2024.0,2025-04-06 00:00:00+00:00,Tottenham,Southampton,3,1,HOME_TEAM,1
2024.0,2025-04-06 00:00:00+00:00,Fulham,Liverpool,3,2,HOME_TEAM,1
2024.0,2025-04-06 00:00:00+00:00,Brentford,Chelsea,0,0,DRAW,0
2024.0,2025-04-07 00:00:00+00:00,Leicester,Newcastle,0,3,AWAY_TEAM,2
2024.0,2025-04-12 00:00:00+00:00,Man City,Crystal Palace,5,2,HOME_TEAM,1
2024.0,2025-04-12 00:00:00+00:00,Brighton,Leicester,2,2,DRAW,0
2024.0,2025-04-12 00:00:00+00:00,Nott'm Forest,Everton,0,1,AWAY_TEAM,2
2024.0,2025-04-12 00:00:00+00:00,Southampton,Aston Villa,0,3,AWAY_TEAM,2
2024.0,2025-04-12 00:00:00+00:00,Arsenal,Brentford,1,1,DRAW,0
2024.0,2025-04-13 00:00:00+00:00,Newcastle,Man United,4,1,HOME_TEAM,1
2024.0,2025-04-13 00:00:00+00:00,Wolves,Tottenham,4,2,HOME_TEAM,1
2024.0,2025-04-13 00:00:00+00:00,Chelsea,Ipswich,2,2,DRAW,0
2024.0,2025-04-13 00:00:00+00:00,Liverpool,West Ham,2,1,HOME_TEAM,1
2024.0,2025-04-14 00:00:00+00:00,Bournemouth,Fulham,1,0,HOME_TEAM,1
