season,date,home_team,away_team,home_goals,away_goals,result,target
2024.0,2025-04-16 00:00:00+00:00,Newcastle,Crystal Palace,5,0,HOME_TEAM,1
2024.0,2025-04-19 00:00:00+00:00,Aston Villa,Newcastle,4,1,HOME_TEAM,1
2024.0,2025-04-19 00:00:00+00:00,Brentford,Brighton,4,2,HOME_TEAM,1
2024.0,2025-04-19 00:00:00+00:00,Crystal Palace,Bournemouth,0,0,DRAW,0
2024.0,2025-04-19 00:00:00+00:00,Everton,Man City,0,2,AWAY_TEAM,2
2024.0,2025-04-19 00:00:00+00:00,West Ham,Southampton,1,1,DRAW,0
2024.0,2025-04-20 00:00:00+00:00,Leicester,Liverpool,0,1,AWAY_TEAM,2
2024.0,2025-04-20 00:00:00+00:00,Man United,Wolves,0,1,AWAY_TEAM,2
2024.0,2025-04-20 00:00:00+00:00,Ipswich,Arsenal,0,4,AWAY_TEAM,2
2024.0,2025-04-20 00:00:00+00:00,Fulham,Chelsea,1,2,AWAY_TEAM,2
2024.0,2025-04-21 00:00:00+00:00,Tottenham,Nott'm Forest,1,2,AWAY_TEAM,2
2024.0,2025-04-22 00:00:00+00:00,Man City,Aston Villa,2,1,HOME_TEAM,1
2024.0,2025-04-23 00:00:00+00:00,Arsenal,Crystal Palace,2,2,DRAW,0
2024.0,2025-04-26 00:00:00+00:00,Southampton,Fulham,1,2,AWAY_TEAM,2
2024.0,2025-04-26 00:00:00+00:00,Newcastle,Ipswich,3,0,HOME_TEAM,1
2024.0,2025-04-26 00:00:00+00:00,Wolves,Leicester,3,0,HOME_TEAM,1
2024.0,2025-04-26 00:00:00+00:00,Chelsea,Everton,1,0,HOME_TEAM,1
2024.0,2025-04-26 00:00:00+00:00,Brighton,West Ham,3,2,HOME_TEAM,1
2024.0,2025-04-27 00:00:00+00:00,Liverpool,Tottenham,5,1,HOME_TEAM,1
2024.0,2025-04-27 00:00:00+00:00,Bournemouth,Man United,1,1,DRAW,0
2024.0,2025-05-01 00:00:00+00:00,Nott'm Forest,Brentford,0,2,AWAY_TEAM,2
2024.0,2025-05-02 00:00:00+00:00,Man City,Wolves,1,0,HOME_TEAM,1
2024.0,2025-05-03 00:00:00+00:00,Aston Villa,Fulham,1,0,HOME_TEAM,1
2024.0,2025-05-03 00:00:00+00:00,Everton,Ipswich,2,2,DRAW,0
2024.0,2025-05-03 00:00:00+00:00,Leicester,Southampton,2,0,HOME_TEAM,1
2024.0,2025-05-03 00:00:00+00:00,Arsenal,Bournemouth,1,2,AWAY_TEAM,2
2024.0,2025-05-04 00:00:00+00:00,West Ham,Tottenham,1,1,DRAW,0
2024.0,2025-05-04 00:00:00+00:00,Chelsea,Liverpool,3,1,HOME_TEAM,1
2024.0,2025-05-04 00:00:00+00:00,Brentford,Man United,4,3,HOME_TEAM,1
2024.0,2025-05-04 00:00:00+00:00,Brighton,Newcastle,1,1,DRAW,0
2024.0,2025-05-05 00:00:00+00:00,Crystal Palace,Nott'm Forest,1,1,DRAW,0
,2025-08-15 19:00:00+00:00,Liverpool FC,AFC Bournemouth,4,2,HOME_TEAM,1
,2025-08-16 11:30:00+00:00,Aston Villa FC,Newcastle United FC,0,0,DRAW,0
,2025-08-16 14:00:00+00:00,Brighton & Hove Albion FC,Fulham FC,1,1,DRAW,0
,2025-08-16 14:00:00+00:00,Sunderland AFC,West Ham United FC,3,0,HOME_TEAM,1
,2025-08-16 14:00:00+00:00,Tottenham Hotspur FC,Burnley FC,3,0,HOME_TEAM,1
,2025-08-16 16:30:00+00:00,Wolverhampton Wanderers FC,Manchester City FC,0,4,AWAY_TEAM,2
,2025-08-17 13:00:00+00:00,Chelsea FC,Crystal Palace FC,0,0,DRAW,0
,2025-08-17 13:00:00+00:00,Nottingham Forest FC,Brentford FC,3,1,HOME_TEAM,1
,2025-08-17 15:30:00+00:00,Manchester United FC,Arsenal FC,0,1,AWAY_TEAM,2
,2025-08-18 19:00:00+00:00,Leeds United FC,Everton FC,1,0,HOME_TEAM,1
,2025-08-22 19:00:00+00:00,West Ham United FC,Chelsea FC,1,5,AWAY_TEAM,2
,2025-08-23 11:30:00+00:00,Manchester City FC,Tottenham Hotspur FC,0,2,AWAY_TEAM,2
,2025-08-23 14:00:00+00:00,AFC Bournemouth,Wolverhampton Wanderers FC,1,0,HOME_TEAM,1
,2025-08-23 14:00:00+00:00,Brentford FC,Aston Villa FC,1,0,HOME_TEAM,1
,2025-08-23 14:00:00+00:00,Burnley FC,Sunderland AFC,2,0,HOME_TEAM,1
,2025-08-23 16:30:00+00:00,Arsenal FC,Leeds United FC,5,0,HOME_TEAM,1
,2025-08-24 13:00:00+00:00,Crystal Palace FC,Nottingham Forest FC,1,1,DRAW,0
,2025-08-24 13:00:00+00:00,Everton FC,Brighton & Hove Albion FC,2,0,HOME_TEAM,1
,2025-08-24 15:30:00+00:00,Fulham FC,Manchester United FC,1,1,DRAW,0
,2025-08-25 19:00:00+00:00,Newcastle United FC,Liverpool FC,2,3,AWAY_TEAM,2
,2025-08-30 11:30:00+00:00,Chelsea FC,Fulham FC,2,0,HOME_TEAM,1
,2025-08-30 14:00:00+00:00,Sunderland AFC,Brentford FC,2,1,HOME_TEAM,1
,2025-08-30 14:00:00+00:00,Manchester United FC,Burnley FC,3,2,HOME_TEAM,1
,2025-08-30 14:00:00+00:00,Tottenham Hotspur FC,AFC Bournemouth,0,1,AWAY_TEAM,2
,2025-08-30 14:00:00+00:00,Wolverhampton Wanderers FC,Everton FC,2,3,AWAY_TEAM,2
,2025-08-30 16:30:00+00:00,Leeds United FC,Newcastle United FC,0,0,DRAW,0
,2025-08-31 13:00:00+00:00,Brighton & Hove Albion FC,Manchester City FC,2,1,HOME_TEAM,1
,2025-08-31 13:00:00+00:00,Nottingham Forest FC,West Ham United FC,0,3,AWAY_TEAM,2
,2025-08-31 15:30:00+00:00,Liverpool FC,Arsenal FC,1,0,HOME_TEAM,1
,2025-08-31 18:00:00+00:00,Aston Villa FC,Crystal Palace FC,0,3,AWAY_TEAM,2
